Frame,Running Gait Cycle,Sub Phase,% Cycle,Trunk Lean,Front Knee Angle,Back Knee Angle,Front Hip Angle,Angle Each Body %,Result
514,0,Terminal Stance,100.0%,8.38 (Accurate ),53.11 (Accurate ),15.15 (Inaccurate ),5.75 (Inaccurate ),50.0 % ,Satisfactory
515,0,Terminal Stance,100.0%,8.65 (Accurate ),52.26 (Accurate ),14.28 (Inaccurate ),6.12 (Inaccurate ),50.0 % ,Satisfactory
516,0,Terminal Stance,100.0%,8.81 (Accurate ),50.62 (Accurate ),14.33 (Inaccurate ),6.41 (Inaccurate ),50.0 % ,Satisfactory
517,0,Terminal Stance,100.0%,8.75 (Accurate ),47.76 (Accurate ),15.1 (Inaccurate ),6.22 (Inaccurate ),50.0 % ,Satisfactory
518,0,Terminal Stance,100.0%,8.36 (Accurate ),46.18 (Accurate ),15.68 (Inaccurate ),6.01 (Inaccurate ),50.0 % ,Satisfactory
519,0,Terminal Stance,100.0%,8.53 (Accurate ),46.55 (Accurate ),16.39 (Inaccurate ),7.58 (Inaccurate ),50.0 % ,Satisfactory
520,0,Terminal Stance,100.0%,8.67 (Accurate ),46.08 (Accurate ),15.92 (Inaccurate ),7.69 (Inaccurate ),50.0 % ,Satisfactory
521,0,Terminal Stance,100.0%,8.83 (Accurate ),46.7 (Accurate ),15.47 (Inaccurate ),8.96 (Inaccurate ),50.0 % ,Satisfactory
522,0,Terminal Stance,100.0%,8.71 (Accurate ),46.05 (Accurate ),14.93 (Inaccurate ),9.53 (Inaccurate ),50.0 % ,Satisfactory
523,0,Terminal Stance,100.0%,8.12 (Accurate ),44.86 (Accurate ),13.95 (Inaccurate ),10.3 (Inaccurate ),50.0 % ,Satisfactory
524,0,Terminal Stance,100.0%,8.29 (Accurate ),43.34 (Accurate ),12.93 (Inaccurate ),10.48 (Inaccurate ),50.0 % ,Satisfactory
525,0,Terminal Stance,100.0%,8.94 (Accurate ),45.74 (Accurate ),13.37 (Inaccurate ),13.96 (Inaccurate ),50.0 % ,Satisfactory
526,0,Terminal Stance,100.0%,8.73 (Accurate ),43.89 (Accurate ),13.34 (Inaccurate ),13.08 (Inaccurate ),50.0 % ,Satisfactory
527,0,Terminal Stance,100.0%,8.5 (Accurate ),44.36 (Accurate ),12.79 (Inaccurate ),14.58 (Inaccurate ),50.0 % ,Satisfactory
528,0,Terminal Stance,100.0%,9.04 (Accurate ),42.56 (Accurate ),12.25 (Inaccurate ),17.0 (Inaccurate ),50.0 % ,Satisfactory
529,0,Terminal Stance,100.0%,9.18 (Accurate ),42.45 (Accurate ),13.14 (Inaccurate ),17.93 (Inaccurate ),50.0 % ,Satisfactory
530,0,Terminal Stance,100.0%,9.12 (Accurate ),39.95 (Accurate ),13.5 (Inaccurate ),17.62 (Inaccurate ),50.0 % ,Satisfactory
531,0,Terminal Stance,100.0%,9.35 (Accurate ),39.99 (Accurate ),13.19 (Inaccurate ),19.48 (Inaccurate ),50.0 % ,Satisfactory
532,0,Terminal Stance,100.0%,9.37 (Accurate ),39.48 (Accurate ),13.1 (Inaccurate ),19.32 (Inaccurate ),50.0 % ,Satisfactory
533,0,Terminal Stance,100.0%,9.28 (Accurate ),38.82 (Accurate ),12.8 (Inaccurate ),20.2 (Inaccurate ),50.0 % ,Satisfactory
534,0,Terminal Stance,100.0%,9.17 (Accurate ),37.07 (Accurate ),12.02 (Inaccurate ),19.77 (Inaccurate ),50.0 % ,Satisfactory
535,0,Terminal Stance,100.0%,9.31 (Accurate ),36.23 (Accurate ),10.88 (Inaccurate ),21.82 (Inaccurate ),50.0 % ,Satisfactory
536,0,Terminal Stance,100.0%,9.39 (Accurate ),35.13 (Accurate ),9.47 (Inaccurate ),22.64 (Inaccurate ),50.0 % ,Satisfactory
537,0,Terminal Stance,100.0%,9.61 (Accurate ),34.0 (Inaccurate ),8.89 (Inaccurate ),23.31 (Inaccurate ),25.0 % ,Should Improve
538,0,Terminal Stance,100.0%,9.37 (Accurate ),33.67 (Inaccurate ),8.11 (Inaccurate ),22.87 (Inaccurate ),25.0 % ,Should Improve
539,0,Terminal Stance,100.0%,9.48 (Accurate ),32.53 (Inaccurate ),7.6 (Inaccurate ),22.71 (Inaccurate ),25.0 % ,Should Improve
540,0,Terminal Stance,100.0%,9.54 (Accurate ),31.73 (Inaccurate ),7.14 (Inaccurate ),23.16 (Inaccurate ),25.0 % ,Should Improve
541,0,Terminal Stance,100.0%,9.46 (Accurate ),28.72 (Inaccurate ),6.64 (Inaccurate ),23.33 (Inaccurate ),25.0 % ,Should Improve
542,0,Terminal Stance,100.0%,9.25 (Accurate ),26.14 (Inaccurate ),6.96 (Inaccurate ),22.71 (Inaccurate ),25.0 % ,Should Improve
543,0,Terminal Stance,100.0%,9.38 (Accurate ),25.09 (Inaccurate ),7.09 (Inaccurate ),23.31 (Inaccurate ),25.0 % ,Should Improve
544,0,Terminal Stance,100.0%,9.36 (Accurate ),25.3 (Inaccurate ),7.87 (Inaccurate ),23.35 (Inaccurate ),25.0 % ,Should Improve
545,0,Initial Contact,0.09%,9.25 (Accurate ),23.96 (Accurate ),7.48 (Inaccurate ),23.25 (Accurate ),75.0 % ,Good
546,0,Initial Contact,0.18%,8.72 (Accurate ),23.02 (Accurate ),7.48 (Inaccurate ),22.64 (Accurate ),75.0 % ,Good
547,0,Initial Contact,0.27%,9.07 (Accurate ),21.05 (Accurate ),7.21 (Inaccurate ),22.74 (Accurate ),75.0 % ,Good
548,0,Initial Contact,0.36%,9.08 (Accurate ),19.93 (Accurate ),7.77 (Inaccurate ),22.47 (Accurate ),75.0 % ,Good
549,0,Initial Contact,0.46%,9.16 (Accurate ),18.81 (Accurate ),8.48 (Inaccurate ),22.47 (Accurate ),75.0 % ,Good
550,0,Initial Contact,0.55%,8.91 (Accurate ),18.27 (Accurate ),9.02 (Inaccurate ),21.86 (Accurate ),75.0 % ,Good
551,0,Initial Contact,0.64%,8.78 (Accurate ),17.73 (Accurate ),8.51 (Inaccurate ),21.95 (Accurate ),75.0 % ,Good
552,0,Initial Contact,0.72%,8.44 (Accurate ),15.27 (Accurate ),8.39 (Inaccurate ),20.95 (Accurate ),75.0 % ,Good
553,0,Initial Contact,0.81%,8.09 (Accurate ),12.51 (Accurate ),7.91 (Inaccurate ),19.8 (Accurate ),75.0 % ,Good
554,0,Initial Contact,0.9%,7.91 (Accurate ),11.48 (Accurate ),8.7 (Inaccurate ),19.72 (Accurate ),75.0 % ,Good
555,0,Initial Contact,0.99%,7.61 (Accurate ),12.25 (Accurate ),8.67 (Inaccurate ),20.57 (Accurate ),75.0 % ,Good
556,0,Initial Contact,1.08%,7.26 (Accurate ),11.36 (Accurate ),8.8 (Inaccurate ),19.03 (Accurate ),75.0 % ,Good
557,0,Initial Contact,1.17%,7.52 (Accurate ),10.48 (Accurate ),8.72 (Inaccurate ),19.46 (Accurate ),75.0 % ,Good
558,0,Initial Contact,1.25%,10.68 (Accurate ),14.83 (Accurate ),9.27 (Inaccurate ),24.95 (Accurate ),75.0 % ,Good
559,0,Initial Contact,1.34%,10.34 (Accurate ),19.69 (Accurate ),0.4 (Inaccurate ),29.92 (Accurate ),75.0 % ,Good
